s1_id,other_id,other_source,s1_name,other_name,s1_address,other_address,s1_country,other_country,label
S1-778931053,S3-849258811,S3,Laxmi International Pvt Ltd,>> jainenergy.com,"402, Js Regent, 2Nd Cross 8Th Main Hoysala Nagar, Ramamurthy Nagar, Bangalore North, Bangalore, Karnataka","Mumbai City, Hn 16 Room No.a-701, MH, Sai Sankalp Chs Ltd, 7 Bunglow, 120 Ft Rd, Dp Road, Andheri W",India,India,0
S1-52336720,S2-980842661,S2,Booth Harbor L.L.C.,"Sanders, Balling and Lacy Service","517 Dartmoor Drive, Unit 201, Newport News City, VA","TOPEKA, 3461 MACVICAR AVE, KS",US,US,0
S1-484832031,S2-518624147,S2,All Clear Boa Inc.,Steelworkers Union Lócal No,"105 3rd Street, Garden City, NY","150 TOWN LINE RD, NY, SMITHTOWN",US,US,0
S1-309414754,S3-897842019,S3,Dorry's Security Company,GOLDEN DINER,"137 Ana Marie Boulevard, Waynesboro City, VA","1511a 4th Avenue, PO Box 1569, Kelso, Washington",US,US,0
S1-348118880,S3-927602914,S3,Shirk Regional Horizon,Shirk Rfholn-Horizon,"501 Harding Avenue, Unit #804, Henderson, KY","501 Harding Ave, NULL, Henderson, Kentucky",US,US,1
S1-959594342,S3-681925449,S3,Diamond Commercial,Nylavantage One trading as Caldic Bsp Inc,"538 Trenton Lane, Thomasville, NC","Porter, 25403 Needham Road, TX",US,US,0
S1-848986710,S3-902995119,S3,Consolidated Asset Enterprises Inc,"Jones, Pen,","15341 Pantigo Lane, Homer Glen, IL","7740d Ridge Drive, Seattle, Washington",US,US,0
S1-290199703,S2-815946917,S2,Caldon Viking,Naia Electricity Corporation,"11072 Highway 180, Silver City, NM","RANCHOS DE TAOS, NM, 56 TOMAS H ROMERO RD",US,US,0
S1-797401644,S3-665259713,S3,Jeon Precision One LLC,"OA Unified Gss,","19275 Mill Site Place, Loudoun County, VA","# UNIT 108, 3242 Ridge View Court, Woodridge, Virginia",US,US,0
S1-892653965,S3-706144784,S3,First Community Church,Clear Evolution Valley,"11440 Florida Boulevard, Baton Rouge City, LA","10432- Haga Ridge Rd, Stewart Township, Ohio",US,US,0
S1-577836055,S3-971507548,S3,Kasturi Bhandar LLP,Magnitude Nursing Home,"Bangalore, No. 22, Sailagiri, Behind Looking Good Furniture Koramangala Inner Ring Road, Vivek Nagar, Post, Bangalore, Karnataka","House No. 100, Faridabad, Palwal, Vpo Kaundal, Tehsil Hathin, HR",India,India,0
S1-843421493,S3-937737575,S3,Jay Care Pvt Ltd,Relay Coke,"Qaswa Construction Chincholi, Malad West, 270 N.L. Cross Road, Mishra Compound, Maharashtra, Mumbai","#226 B - 792 F/f, J J Colony Tigri Dr Ambedkar Nagar, South Delhi, New Delhi, DL",India,India,0
S1-919272277,S3-585300415,S3,Saswad Services Private Limited,Jai So1utions  LLP,"C352, Sopan Nagar Saswad, Saswad, Pune, Maharashtra","Door No 3 C/o Ilf Advocates, 1A, Ground Floor Building 10B, Dlf Cyber City Ii, Gurgaon, Sikanderpur, HR",India,India,0
S1-83999560,S3-13050688,S3,Smith & Summers LLC,Pleasant Silver Holdings Center Services,"1077 Duncan Drive, Edwards, MO","73 Siena Drive, Pleasant Grove, Utah",US,US,0
S1-332225785,S2-638989352,S2,Pollard Precision Networks LLC,Goodwin House,"4300 Gartin Avenue, Ashland, KY","0495 WINDING WAY, ZANESVILLE, OH",US,US,0
S1-706724639,S3-43492029,S3,Prairie Royal Silicon,Prairie Royal,"108 Balboa Drive, Tempe, AZ","Arizona, PMB 3480, 10 Balboa Drive, Tempe",US,US,1
S1-578239095,S2-861385517,S2,Vindhya Buildware Limited,gmdevelopers.com,"Lig 576/2, Tikait Rai Colony, Lda, Lucknow, Uttar Pradesh","E-G-141, PART-1, NEW DELHI, Delhi",India,India,0
S1-902101088,S2-80610663,S2,Baba Constructions Private Limited,Aashiyana Traders Pvt [Ltd.],"Valieztu House Pira 99/100 Plamoodu, Pattom, Thiruvananthapuram, Trivandrum, Kerala","G-003, SAI PRASAD APARTMENT, NO.9, VEL NAGAR EXTN MAIN ROAD, ADAMBAKKAM, CHENNAI, Tamil Nadu",India,India,0
S1-401936796,S2-284025535,S2,Anderson and Zepeda Home Improvements LLC,ANDERSON AND ZEPEDA HOME IMPROVEMENTS,"1404 George Boyd Road, Ashland City, TN","1404 GEORGE BOYD RAOD, ASHLAND CITY, TN",US,US,1
S1-764280216,S3-431472143,S3,Consultancy First Management Public Limited,Revati (India) Infosoft,"Room No.4 Sahari Buildings Vazhapilly Mudavoor Po, Moovatupuzha, Ernakulam, Kerala","F 100 Kohinoor City Mall, Mumbai, Mumbai City, MH",India,India,0
S1-904668914,S2-820705159,S2,Ganganth Healthcare Private Limited,Facility & & Brothers Private,"Kssidc Indl. Estate, Jigani Hobli, Anekal Taluk, Karnataka, Bangalore, Shed No.Ws-57","33D5/200A. BLOCK A, AMASTHANPATTY ROAD, SEEMANNAGAR KARUPPAYURANI, MADURAI NORTH, Tamil Nadu",India,India,0
S1-943541267,S3-254577680,S3,Ortiz Desert Advisory PC,mccormick top inc.,"12844 Lee Highway, Rappahannock County, VA","600 199th Street, Floor 0, Goddard, Kansas",US,US,0
S1-731141650,S2-335720445,S2,Jai Projects Private Limited,Pune Chemitseh Holdings Private (Limited),"F.No.G1, Samyuktha'S Domicile, Qutubullapur, Hyderabad, Telangana","FLAT NO. B-6/803, 8TH FLOOR, RAHUL NISARG CO OP HOUSING SOCIETY, WAREJ, PUNE, Maharashtra",India,India,0
S1-916439940,S3-121425237,S3,Dental Specialists of Moorhead Inc.,Community Fellowship,"3608 Village Green Lane, Moorhead, MN","12002 169, Hill City, Minnesota",US,US,0
S1-588037373,S2-517416695,S2,"Manning, Rieth and Scott Mining, LLC","Manning, Rieth and Scott Míning, LLC","64 Austin Street, Westbrook, ME","#64 AUSTIN STREET, WESTBROOK TOWNSHIP, ME",US,US,1
S1-347408647,S3-608508077,S3,Lapointe and Sanchez Inc,"B & C Dévices, Inc","452 Livingston Avenue, Albany, NY","150 University Drive, Unit 17-02, Amherst, Massachusetts",US,US,0
S1-992344183,S2-819572779,S2,ZG Hub Limited,SKYSOUTHSYSTEMS.COM,"23 Shantasita Niwas2Nd Floor Near Highway Pushpa Park Malad East, Mumbai, Maharashtra","NO 34 GANESH NAGAR LAWYERS COHONY, AGRA, Uttar Pradesh",India,India,0
S1-829538256,S2-340835844,S2,Naex,Nefax,"137 Saron Church Road, Ellerbe, NC","137 SARON CHURCH RD, ELLERBE, NC",US,US,1
S1-623732877,S2-11931915,S2,Great Investments LLP,Systems Tips Business Pvt. (Ltd.),"B 137 Fflajpat Nagar I, New Delhi, South Delhi, Delhi","DOOR NO 409 URVASHI COMPLEX, 3, JAORA COMPOUND, INDORE, Madhya Pradesh",India,India,0
S1-717125264,S3-161363146,S3,North Media Private Limited,नॉर्थ मीडिया प्राइवेट लिमिटेड,"H-81 Sector 63, Noida, Gautam Buddha Nagar, Uttar Pradesh","Blok B-##978 H-81 Sector 63, Gautam Buddha Nagar, Noida, UP",India,India,1
S1-58408617,S3-835699607,S3,Miles Secure Atlanticus,Lassiter Artificial  Holdings,"5020 Wethington Court, Mckinney, TX","7416 Tottenham Pl, New Albany, Ohio",US,US,0
S1-933675695,S2-440835323,S2,Estrada Cardiology,Estrada Cdscriotlgy,"NC, 231 Lorraine Drive, Reidsville","231 LORRAINE DRIVE, REIDSVILLE, NC",US,US,1
S1-832173442,S3-587830465,S3,West Parts LLC,Pediatric Dentistry Partners Co,"31 Walnut Circle, Webster, NY","1480 Country Club Rd, Hood River, Oregon",US,US,0
S1-893508025,S2-446099866,S2,Eastern Projects Private Limited,ईस्टर्न प्रोजेक्ट्स प्राइवेट लिमिटेड,"S.No.52/1B, Linge Wasti, Isbavi, Pandharpur, Solapur, Maharashtra","S.NO.#52/1B, LINGE WASTI, ISBAVI, PANDHARPUR, SOLAPUR, महाराष्ट्र",India,India,1
S1-123085039,S2-548920586,S2,Mountain All Mitsui,MOUNTAIN ALL MITSUI LP,"1523 Bethlehem Road, Crooked Creek, NC","1523 BETHLEHEM ROAD, CROOKED CREEK, NC",US,US,1
S1-934064935,S2-649239630,S2,Ivan Technologies LLP,PR Technology-Prvale Limited,"Flat-324 Neeladri Mahal 45/5 Nandidurga Road, Jayamahal Extension, Bangalore, Karnataka","#841 S/O VIDYA SAGAR, LALTI PALACE, RANJAN PAT NEAR MARUTI SERVICE CENTRE, RPS MORE, DANAPUR, PATNA, बिहार",India,India,0
S1-509285406,S2-115111870,S2,Hari Foundation Private Limited,शक्ति फूड,"C/O Saif Khan Jafar Khan Duddh Kacch Harda Main Road, Harda, Madhya Pradesh","Bihar, PANDAY MALL, FRASER ROAD, PATNA, F NO.- 407",India,India,0
S1-568331685,S2-357917995,S2,Mix Law Chambers Center,Lúmfayeevo,"#1-143/2, Sarada Complex, Hyderabad, Telangana","HYDERABAD, NO 1-143/2, HYDERABAD, Andhra Pradesh",India,India,1
S1-834085959,S2-540000676,S2,Kathuria Services Limited,-- KPI CONSULTANTS PRIVATE LIMITED,"No 29/74 Building Number, Mariyammankovil Road, Korumbisserry, Irinjalakuda Thrissur, Mukundapuram, Thrissur, Kerala","H.NO 52, FARIDABAD, हरियाणा",India,India,0
S1-614160523,S2-682123305,S2,Zenith Prudential PC,Harbor Cambricfge Inc,"103 Broad Street, London, KY","TX, 497 TMISTLE LANE, MAXWELL",US,US,0
S1-347120522,S3-329025464,S3,Nunez's Consulting LLC,Mcdonald Modern North LLC,"1728 Viola Lane, Saratoga Springs, UT","3276 Kenny Street, Katy, Texas",US,US,0
S1-862407630,S2-951375834,S2,Baba Hospitality Pvt Ltd,Jahan  Trading Limited,"Sam House, Plot No. 136 D'Lima Street, Dockyard Road, Mumbai, Mumbai City, Maharashtra","31, RAMU GOWDER ST., KAMAYAGOUNDAMPATTI POST., MADURAI DIST-., தமிழ்நாடு",India,India,0
S1-163768405,S2-914088832,S2,Family Specialists Clinic,Madere Institute of Techno1ogy,"7335 Cockrill Bend Boulevard, Nashville, TN","218 GARFIELD ST, BELLEVILLE, IL",US,US,0
S1-639263624,S2-471078595,S2,Resurge Services Pvt Ltd,Paranjape Shine  Private,"Building No.24/1701, Suite No.216, Heiley Offices Pvt Ltd, Kc Arcade, Near Tv Centre, Kakkanad, Ernakulam, Kerala","Maharashtra, 205, AYUSHI APARTMENTS, B WING, 2ND FLOOR, J B NAGAR, ANDHERI (WEST), MUBMAI",India,India,0
S1-677738607,S3-961215416,S3,Corporate Robotics Concepts,Corporate Concepts Robotics,"68578 Miami Highway, Bremen, IN","68578 Miami Hwy, Bremen Ccity, Indiana",US,US,1
S1-587783326,S2-960488761,S2,"Noviq Synchrony, LLC",Inc. Direct Aimei,"224 58th Place, Westmont, IL","WV, 2997 FRENCHES STATION ROAD, LEVELS",US,US,0
S1-21240542,S3-81450710,S3,Family Chiropractic,Flannery Buronrk PC,"Lansdale Borough, PA, 714 Walnut Street","1111 Morningwood Ln, Fairfax County, Virginia",US,US,0
S1-352697815,S2-862345033,S2,Jatin & Co,RELIANT ENTERPRISES LIMITED  SERVICES,"22-60 Yadav Street, Dharmavaram Mandal, Dharmavaram, Anantapur, Andhra Pradesh","Maharashtra, 45/2B, KRUSHNAGANGA, F.NO-308, AHMEDNAGAR",India,India,0
S1-420254409,S3-450557709,S3,Mcintosh Pioneer Ultra,@starmultimedia,"4602 Fegenbush Ln, Unit 1, Louisville, KY","233 1/2 Thistlewood Ct, Van Wert, Ohio",US,US,0
S1-838091638,S2-60505568,S2,Diamond Realty Enterprises LLC,Diamond Realty LLC Center,"1517 Beachton Street, Houston, TX","151 BEACHTON STREET, HOUSTON, TX",US,US,1
S1-636753849,S3-31178446,S3,New Delhi Mills Corp,Deltaveraonyx,"B-10, Green Park Main Ground Floor Rear Side, New Delhi, South Delhi, Delhi","B-10, Green Park Main Ground Floor Rear Side, New Delhi, South Delhi, Delhi",India,India,1
S1-956050918,S3-626851805,S3,V C Armstrong Restaurants,Talamante-Endocrinology,"516 London Street, Portsmouth City, VA","3915 32, Bldg Building, Oakley, Utah",US,US,0
S1-266609937,S3-979571625,S3,2002 Lexington Ave Partners Inc,Savage American Architecture Corp,"5507 Fairvista Drive, Charlotte, NC","##4452 Stratford Ter, Hamburg, New York",US,US,0
S1-929265648,S2-795570698,S2,Solutions Welspun Welfare,রাম এক্সপোর্টস প্রাইভেট লিমিটেড,"P.No.B18, Khasra No.143, Vasundhara Homes Mirzapur, Jankipuram Extn., Lucknow, Uttar Pradesh","57, DIAMOND HARBOUR ROAD, IDEAL TOWER, OP.CALCUTTAHOSPITAL, BLOCK-A, FLAT NO-103, KIDDERPOR, CALCUTTA, HOWRAH, West Bengal",India,India,0
S1-497727799,S3-213608960,S3,Advanced Electrical LLC,Advanced Electrical Electrical,"Lowell, Unit 19, 1005 Westford Street, MA","Westford St, Lowell CITY, Massachusetts",US,US,1
S1-242377002,S3-432170778,S3,Feodora Holley Green Catalyst,Feodora Hlooye Green Catalyst,"955 Canterbury Drive, Chena Ridge, AK","955 Canterbury Drive, Chena Ridge, Alaska",US,US,1
S1-817044467,S3-875161894,S3,Ross Golden Deli PLLC,Interstate Group Services,"111 Woodstock Street, Unit 1, Somerville, MA",,US,US,0
S1-187160045,S2-794840154,S2,Ellynn Stevens Direct Biomedical L.L.C.,"Vazquez, Mccutchen & Owens Ltd","6501 Boeing Drive, City Of El Paso, TX","180 PARK RIDGE WAY, CAVE SPRINGS, AR",US,US,0
S1-683701362,S2-822877549,S2,"Ember Huntington, L.L.C.",Davis Osisko,"NY, Dobbs Ferry, 555 Broadway","47294 1/2 WILLOW WOOD DRIVE, LEXINGTON PARK, MD",US,US,0
S1-50780963,S2-950599368,S2,Super Constructions Private Limited,Shakuntala Singh Industries Pvt Ltd.,"Sr No.81/1B Chaitraban, Society, New Sangvi, Pune City, Pune, Maharashtra","8-3-229/42, FLAT NO 305, THAHERVILLE YOUSUFGUDA CHECKPOST, BANJARAHILLS, HYDERABAD, Telangana",India,India,0
S1-858304105,S3-270285861,S3,Fanchon English Empire Independence,Shaw Total Services,"1255 Tulsa Street, Unit Apt 22A, Siloam Springs, AR","Mcculloh St, Baltimore, Maryland",US,US,0
S1-755295817,S2-69741928,S2,Tarver's Pizza Inc,"65/50 Genesis, Llc","15150 Hugh Torance Parkway, Huntersville, NC","13008 TWIN OAKS DR, BALCH SPRINGS, TX",US,US,0
S1-465710550,S2-595275932,S2,Baba Infrastructure Private Limited,ബാബ Infrastructure പ്രൈവറ്റ് ലിമിറ്റഡ്,"T C-16/4113, Thiruvananthapuram, Kerala, Trivandrum, Koyikkal Lane Kannamoola, Thiruvananthapuram","T C-16/4113, KOYIKKAL LANE KANNAMOOLA, THIRUVANANTHAPURAM, THIRUVANANTHAPURAM, TRIVANDRUM, Kerala",India,India,1
S1-890703904,S3-139721728,S3,Urban My Care Private Limited,Lakshmi  Marketing Pigttbe Limited,"201, 45-D, Amar Plaza Main Hasanpur Road, Patperganj, I P Extn., New Delhi, Delhi","Shop No -5, Chippa Building Road Behind Sewa Sadan Road, Bhilwara, RJ",India,India,0
S1-521683395,S3-33756255,S3,Krishna Tech Private Limited,प्राइम लोटस टेक्नोलॉजी मेडिकल्स प्राइवेट लिमिटेड,"Office No 1, Fourth Floor S No 177/1, Hadapsar, Pune, Maharashtra","15 Ground Floor, Greater Mumbai, महाराष्ट्र",India,India,0
S1-650555241,S2-558370860,S2,Estel Lopez Media LLC,Star Brands Defense,"117 Mason Avenue, Cape Charles Town, VA","3206 THREE RIVERS DR, AUSTIN, TX",US,US,0
S1-170136495,S3-379334607,S3,SWZ Builders Private Limited,SWZ Builders Private Private Ltd,"A-1303, Skylark Co-Op-Hsg Socty Ltd, Juhu Versova Link Road, Andheri (West), Mumbai, Bandra Suburban, Maharashtra","A-1303, Mumbai, Bandra Suburban, MH",India,India,1
S1-631188602,S2-259417865,S2,Herron Development,"Empire Hrtles, LLC","766 Front Street, Chicopee, MA","WI, ROHOLT, 200834 CANOPY LANE",US,US,0
S1-830894104,S3-799273940,S3,2967 Ocean Blvd Partners LLC,2967oceanblvd.com,"11198 Lakeview Road, Carbondale, KS","0011198 Lakeview Road, NULL, Carbondale, Kansas",US,US,1
S1-9666989,S2-181727020,S2,Vaor LP,APPLIED TEXTILE,"7963 Gail Road, Fl 1, Scottsdale, AZ","MA, CANTON, 5 BRAYTON CIR",US,US,0
S1-327168433,S3-827616564,S3,Peoples Services Corporation,Vlb Vlb Chits Private Limited,"C/O Richa Rani, Vil-Bhusaula Danapur, Tola, Dinapur-Cum-Khagaul, Patna, Bihar","A-15, Vishwakarma Colony, Southdelhi, South Delhi, दिल्ली",India,India,0
S1-976698390,S3-427474669,S3,Jacintha Phelps Security LLC,Juniper LLC,"802 Chestnut Place, Atlanta, GA","6700- Blue Iris Ln, Moseley, Virginia",US,US,0
S1-118676360,S2-695829079,S2,Bhavya Enclave Public Limited,TEJTECH PROJECTS PRIVATE  LIMITED,"90A, Udyog Vihar Phase 4, Gurugram, Gurgaon, Haryana","NAGANANDA COMMERCIAL CPLX, 07/3, 2ND FLR, 18TH MAIN, BANGALORE SOUTH, Karnataka",India,India,0
S1-763533962,S2-106804116,S2,Aditi Public School,সানরাইজ সার্ভিসেস প্রাইভেট লিমিটেড,"344-A, 1St Floor, Epip, Hsiidc Phase-3, Sonipat, Haryana","PS SRIJAN CORPORATE PARK, OFC-IX, 15TH FL, TOWER-1 PLOT G2, BLOCK EP & GP, SECTOR V, SALTLA, KE CITY, KOLKATA, PARGANAS NORTH, West Bengal",India,India,0
S1-924313526,S2-33155148,S2,Shree Jain Group,Shree Jain Group,"Plot No 22, Sy No 241/A, H No: 8-60/38, 1St Floor, Sangareddy, Medak, Telangana","#22 , SY NO 241/A, H NO: 8-60/38, 1ST FLOOR, SANGAREDDY, Telangana",India,India,1
S1-898025783,S2-583224861,S2,Bombay Technologies Private Limited,Private Matrix Trading Group Ltd,"No. 11 East Vellalar Street, 1St Street, Adambakkam, Chennai, Tamil Nadu","DOOR NO 0072 AGARWLA SADANDADI SETH, AGIARY LANE, MUMBAI, महाराष्ट्र",India,India,0
S1-12105620,S3-506829302,S3,Clean Research Innovations,Clean Research,"897 Third Street, Xenia, OH","Xenia, 897 3rd Street, Ohio",US,US,1
S1-435792252,S2-798319496,S2,Capital Coalition,"Sharpe, Myles and Chrístensen Inc","4160 Malvern Road, Unit Lot 23, Hot Springs National Park, AR","250 11TH STREET, BEAUMONT, TX",US,US,0
S1-383162278,S2-595786337,S2,"Mcknight, Samuels and Goff Next LLC","Mcknight, Samuels ánd Goff Next","462 Lawrence Street, City Of Prescott, WI","#462 LAWRENCE ST, CITY OF PRESCOTT, WI",US,US,1
S1-648933545,S2-367027481,S2,Tirupati Global Private Limited,Southern Gems (India),"Maharashtra, Thadipauni District Nagpur, Narkhed, C/O Leelabai Nattthuji Bomble, Nagpur","#1497 , MANJULA NILAYAM, C & D BLOCK, PADUVANA ROA, MYSORE, Karnataka",India,India,0
S1-127440874,S3-706163206,S3,Lakshmi Infrastructure,Lakshmi Ínfrastructure,"M-51, Road No.-2 Sri Krishna Nagar, Patna., Bihar","M-51, Patna., BR",India,India,1
S1-919525425,S2-460800880,S2,Best Consulting,ಲೋಟಸ್ ಇಂಡಸ್ಟ್ರೀಸ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,"Flat No. 60, The Palms Apartment, Plot No.13B, Sector-6, Dwarka, New Delhi, West Delhi, Delhi","Karnataka, 1, BANGALORE",India,India,0
S1-141085157,S2-339756363,S2,BCG Rani Private Limited,Taraendra Pharmaceuticals Private Ltd,"188/4S3, Arun Nagar Main Road Vadavalli, Perur, Coimbatore, Tamil Nadu","'A'LAXMI NIWAS, SURVEY NO.#49, OPP KALYANI STEEL, MUNDHAWA, Maharashtra",India,India,0
S1-562192621,S3-431326525,S3,Kestium Earth Inc,Bravo Medical Center Midtown,"404 Greenview Drive, Lawrenceburg, KY","6471 Harrell Drive, Pfafftown, North Carolina",US,US,0
S1-756411857,S2-219316719,S2,Direct Modern Algonquin LLC,DIRECT MELENR ALGONQUIN [LLC],"10919 Southview Street, Houston, TX","10919B SOUTHVIEW ST, HOUSTON, TX",US,US,1
S1-684310379,S3-393557557,S3,Elite Digital Holdings,Elite Holdings-Service,"NY, Riverhead, 638 Fresh Pond Avenue, Unit Unit 340","638 Fresh Pond Avenue, Unit Unit 340, Calverton, New York",US,US,1
S1-792766667,S2-20415291,S2,Unique Services Private Limited,#mansifilms,"D-1062 (Second Floor) S/F D Block New Friends Colony South Delhi, Delhi, South Delhi, Delhi","NEW. 2/274, OLD. 1/584(1), GAYATHRI, MANI IYER ROAD, PALAKKAD, Kerala",India,India,0
S1-939469586,S2-104713523,S2,Industries Bombay Consumer Private Limited,Industries Bombay Consumer Limited Services,"Ap-81, 1702, 17Th Floor, Mundhwa, Pune City, Pune, Maharashtra","AP-81, 1702, 17TH FLOOR, MUNDHWA, PUNE CITY, महाराष्ट्र",India,India,1
S1-468844394,S2-429595596,S2,Direct Select Elm Inc,Gulf  Complete Malt Inc,"5632 Cypress Chase, Fl 1, Columbus, OH","7 PINE STREET, WNIDSOR, NY",US,US,0
S1-602150683,S3-737931137,S3,"Aurie K. Oberlander, DO, P.C.",Gavue Corporation,"IL, 22595 Quitno Road, Malta","74655 Ondossagon Rd, null, Wasbhurn, Wisconsin",US,US,0
S1-190946011,S3-34335545,S3,Freeborn Pediatrics Inc,Viobrixarcx fka 1150 Market Ave Realty,"VA, 4297 Lee Highway, Pulaski County","582 Peru Road, Sneads Ferry, NC",US,US,0
S1-827448897,S2-149912854,S2,Health Guild,Health Gúild,"2027 Indianapolis Boulevard, Whiting, IN","2027 INDIANAPOLIS BOULEVARD, WHITING, IN",US,US,1
S1-10917694,S2-861850922,S2,Sahay Own Private Limited,Krishna Shivam Impex Private Ltd,"Nirbhay Gaurav Chandra Bhushan Prasad Ramkrishna Nagar Near Sbi Bank Patna, Patna, Bihar","PLOT 597 C-301 PADMALAYA SOCIETY SUS ROAD S. NO. 148/3 PASHAN, PUNE, Maharashtra",India,India,0
S1-94563663,S3-594476287,S3,Peak Activate,... peakactivate.com,"28 Pasture Drive, Kittrell, NC","Kittrell, 28 Pasture Drive, North Carolina",US,US,1
S1-113671056,S2-307899215,S2,Global Project,Lagunas Móntessori School,"24 Holley Street, Lyons, NY","TX, IRVING, 6217  LOVE DR",US,US,0
S1-263918447,S3-287404727,S3,Baba It Pvt Ltd,Baba Pvt Ltd Services,"C/O. Anu Kalra, 4560 Garden Colony Backside Dav College, Nakodar, Jalandhar, Punjab","C/o. Anu Kalra, Jalandhar, Nakodar, PB",India,India,1
S1-306328950,S2-617382602,S2,Sanskar Jewellery Private Limited,Madan (India)-Hospitality Ltd.,"B-34, Ashiyana Society, New Sama Road B-34, Ashiyana Society, New Sama Road, Vadodara, Gujarat","HANUMAN BANDH SIKANDAR KAMPOO, GWALIOR, Madhya Pradesh",India,India,0
S1-557479873,S3-429924662,S3,Bass Star,Crystal Pioneer LLC Mining,"320 Rugar Street, Plattsburgh, NY","8911 Granary Gate Ln, Richmond, Texas",US,US,0
S1-61195171,S2-809352665,S2,UD Energia LLC,azresearch.com,"800 Revolution Mill Drive, Unit 211, Greensboro, NC","LIBERTY SAINT, DANVEERS, MA",US,US,0
S1-358403549,S2-520874579,S2,South Signature Quest,cárdiologycarecom,"13455 Mccaleb Road, Polk County, OR","8096 1/2 BELEWS CREEK RD, BELEWS CREEK, NC",US,US,0
S1-165998488,S3-639166863,S3,WS Altenergy LLC,Corner Cafe! Group,"1111 Right Fork Buffalo Creek Road, Huntington, WV","554 Moore Rd, AVN LAKE, Ohio",US,US,0
